"","edition","round","score","team1","team2","url","venue","year"
"5558","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","Maldives (Divehi Rājjēge)","Yemen (اليمن)","2010_SA_PR.htm","Malé.",2007
"5559","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (w.o.)","Singapore (新加坡)","Palestine (فلسطين)","2010_SA_PR.htm","Singapore.",2007
"5560","2010-SOUTH AFRICA","PRELIMINARY-Asia","4-1 (1-1)","Turkmenistan (Türkmenistan)","Cambodia (កម្ពុជា)","2010_SA_PR.htm","Ashgabat.",2007
"5561","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-2 (0-0)","Taiwan (台湾)","Uzbekistan (Ўзбекистон)","2010_SA_PR.htm","Taipei.",2007
"5562","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","Jordan (الأردن)","Kyrgyzstan (Кыргызстан)","2010_SA_PR.htm","Amman.",2007
"5563","2010-SOUTH AFRICA","PRELIMINARY-Asia","5-1 (3-1)","North Korea (조선)","Mongolia (Монгол Улс)","2010_SA_PR.htm","Pyongyang.",2007
"5564","2010-SOUTH AFRICA","PRELIMINARY-Asia","8-1 (2-0)","Hong Kong (香港)","East Timor (Timor-Leste)","2010_SA_PR.htm","Hong Kong.",2007
"5565","2010-SOUTH AFRICA","PRELIMINARY-Asia","5-0 (2-0)","Qatar (قطر)","Sri Lanka (ශ්රී ලංකාව)","2010_SA_PR.htm","Doha.",2007
"5566","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Malaysia (مليسيا)","Bahrain (البحرين)","2010_SA_PR.htm","Kuala Lumpur.",2007
"5567","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-4 (0-4)","Myanmar (ြမန်မာ)","China (中国)","2010_SA_PR.htm","Kuala Lumpur.",2007
"5568","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Iraq (العراق)","Pakistan (پاکستان)","2010_SA_PR.htm","Aleppo.",2007
"5569","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-2 (1-0)","India (भारत)","Lebanon (لبنان)","2010_SA_PR.htm","Goa.",2007
"5570","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (1-1)","Yemen (اليمن)","Thailand (ประเทศไทย)","2010_SA_PR.htm","Sanaa.",2007
"5571","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-4 (1-3)","Indonesia","Syria (سوريا)","2010_SA_PR.htm","Jakarta.",2007
"5572","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (2-0)","Singapore (新加坡)","Tajikistan (Точикистон)","2010_SA_PR.htm","Singapore.",2007
"5573","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Hong Kong (香港)","Turkmenistan (Türkmenistan)","2010_SA_PR.htm","Hong Kong.",2007
"5574","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Djibouti (جيبوتي)","Somalia (Soomaaliya)","2010_SA_PR.htm","Djibouti.",2007
"5575","2010-SOUTH AFRICA","PRELIMINARY-S.America","3-0 (1-0)","Argentina","Bolivia","2010_SA_PR.htm","Buenos Aires.",2007
"5576","2010-SOUTH AFRICA","PRELIMINARY-S.America","1-0 (0-0)","Colombia","Venezuela","2010_SA_PR.htm","Bogotá.",2007
"5577","2010-SOUTH AFRICA","PRELIMINARY-S.America","5-1 (2-0)","Paraguay","Ecuador","2010_SA_PR.htm","Asunción.",2007
"5578","2010-SOUTH AFRICA","PRELIMINARY-Oceania","1-2 (1-0)","Vanuatu","New Zealand (Aotearoa)","2010_SA_PR.htm","Port_Vila.",2007
"5579","2010-SOUTH AFRICA","PRELIMINARY-Oceania","3-3 (2-0)","Fiji","New Caledonia (Nouvelle-Calédonie)","2010_SA_PR.htm","Ba.",2007
"5580","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-4 (0-1)","Comoros (جزر القمر)","Madagascar (Madagasikara)","2010_SA_PR.htm","Moroni.",2007
"5581","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Guinea-Bissau (Guiné-Bissau)","Sierra Leone","2010_SA_PR.htm","Bissau.",2007
"5582","2010-SOUTH AFRICA","PRELIMINARY-S.America","1-1 (0-1)","Peru (Perú)","Brazil (Brasil)","2010_SA_PR.htm","Lima.",2007
"5583","2010-SOUTH AFRICA","PRELIMINARY-S.America","2-2 (1-0)","Uruguay","Chile","2010_SA_PR.htm","Montevideo.",2007
"5584","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (1-0)","Thailand (ประเทศไทย)","Yemen (اليمن)","2010_SA_PR.htm","Bangkok.",2007
"5585","2010-SOUTH AFRICA","PRELIMINARY-Asia","7-0 (2-0)","Syria (سوريا)","Indonesia","2010_SA_PR.htm","Damascus.",2007
"5586","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (1-1)","Tajikistan (Точикистон)","Singapore (新加坡)","2010_SA_PR.htm","Dushanbe.",2007
"5587","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (1-0)","Turkmenistan (Türkmenistan)","Hong Kong (香港)","2010_SA_PR.htm","Ashgabat.",2007
"5588","2010-SOUTH AFRICA","PRELIMINARY-S.America","5-3 (2-2)","Venezuela","Bolivia","2010_SA_PR.htm","San_Cristóbal.",2007
"5589","2010-SOUTH AFRICA","PRELIMINARY-S.America","2-1 (0-1)","Colombia","Argentina","2010_SA_PR.htm","Bogotá.",2007
"5590","2010-SOUTH AFRICA","PRELIMINARY-S.America","5-1 (3-0)","Ecuador","Peru (Perú)","2010_SA_PR.htm","Quito.",2007
"5591","2010-SOUTH AFRICA","PRELIMINARY-S.America","2-1 (1-1)","Brazil (Brasil)","Uruguay","2010_SA_PR.htm","São_Paulo.",2007
"5592","2010-SOUTH AFRICA","PRELIMINARY-S.America","0-3 (0-2)","Chile","Paraguay","2010_SA_PR.htm","Santiago.",2007
"5593","2010-SOUTH AFRICA","PRELIMINARY-Oceania","4-1 (3-0)","New Zealand (Aotearoa)","Vanuatu","2010_SA_PR.htm","Wellington.",2007
"5594","2010-SOUTH AFRICA","PRELIMINARY-Oceania","4-0 (2-0)","New Caledonia (Nouvelle-Calédonie)","Fiji","2010_SA_PR.htm","Nouméa.",2007
"5595","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-1 (1-0)","Bermuda","Cayman Islands","2010_SA_PR.htm","Hamilton.",2008
"5596","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","3-1 (3-1)","Belize","Saint Kitts & Nevis","2010_SA_PR.htm","Guatemala.",2008
"5597","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","0-1 (0-1)","Nicaragua","Dutch Antilles (Nederlandse Antillen)","2010_SA_PR.htm","Diriamba.",2008
"5598","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-1 (1-1)","Dominica","Barbados","2010_SA_PR.htm","Roseau.",2008
"5599","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","12-0 (4-0)","El Salvador","Anguilla","2010_SA_PR.htm","San_Salvador.",2008
"5600","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-1 (1-0)","Turks and Caicos","Saint Lucia","2010_SA_PR.htm","Providenciales.",2008
"5601","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","0-3 (0-3)","Aruba","Antigua and Barbuda","2010_SA_PR.htm","Oranjestad.",2008
"5602","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (0-0)","Iraq (العراق)","China (中国)","2010_SA_PR.htm","Dubai.",2008
"5603","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (3-0)","Australia","Qatar (قطر)","2010_SA_PR.htm","Melbourne.",2008
"5604","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","Oman (عمان)","Bahrain (البحرين)","2010_SA_PR.htm","Muscat.",2008
"5605","2010-SOUTH AFRICA","PRELIMINARY-Asia","4-1 (1-1)","Japan (日本)","Thailand (ประเทศไทย)","2010_SA_PR.htm","Saitama.",2008
"5606","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","Jordan (الأردن)","North Korea (조선)","2010_SA_PR.htm","Amman.",2008
"5607","2010-SOUTH AFRICA","PRELIMINARY-Asia","4-0 (1-0)","South Korea (한국)","Turkmenistan (Türkmenistan)","2010_SA_PR.htm","Seoul.",2008
"5608","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","Lebanon (لبنان)","Uzbekistan (Ўзбекистон)","2010_SA_PR.htm","Beirut.",2008
"5609","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","Saudi Arabia (العربية السعودية)","Singapore (新加坡)","2010_SA_PR.htm","Riyadh.",2008
"5610","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Iran (ایران)","Syria (سوريا)","2010_SA_PR.htm","Tehran.",2008
"5611","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","United Arab Emirates (الإمارات العربية المتحدة)","Kuwait (الكويت)","2010_SA_PR.htm","Abu_Dhabi.",2008
"5612","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-1 (0-1)","Saint Kitts & Nevis","Belize","2010_SA_PR.htm","Basseterre.",2008
"5613","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-0 (1-0)","Dutch Antilles (Nederlandse Antillen)","Nicaragua","2010_SA_PR.htm","Willemstad.",2008
"5614","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-0 (0-0)","Barbados","Dominica","2010_SA_PR.htm","Bridgetown.",2008
"5615","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","0-4 (0-4)","Anguilla","El Salvador","2010_SA_PR.htm","Washington.",2008
"5616","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-0 (1-0)","Saint Lucia","Turks and Caicos","2010_SA_PR.htm","Vieux-Fort.",2008
"5617","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-0 (0-0)","Antigua and Barbuda","Aruba","2010_SA_PR.htm","St._Johns.",2008
"5618","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","10-0 (5-0)","Grenada","US Virgin Islands","2010_SA_PR.htm","St._Georges.",2008
"5619","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-7 (0-2)","Montserrat","Surinam (Suriname)","2010_SA_PR.htm","Macoya.",2008
"5620","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-0 (0-0)","Puerto Rico","Dominican Republic (República Dominicana)","2010_SA_PR.htm","Bayamón.",2008
"5621","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-1 (0-0)","Bahamas","British Virgin Islands","2010_SA_PR.htm","Nassau.",2008
"5622","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","China (中国)","Australia","2010_SA_PR.htm","Kunming.",2008
"5623","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","Qatar (قطر)","Iraq (العراق)","2010_SA_PR.htm","Doha.",2008
"5624","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (0-0)","Bahrain (البحرين)","Japan (日本)","2010_SA_PR.htm","Manama.",2008
"5625","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","Thailand (ประเทศไทย)","Oman (عمان)","2010_SA_PR.htm","Bangkok.",2008
"5626","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","North Korea (조선)","South Korea (한국)","2010_SA_PR.htm","Shanghai.",2008
"5627","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-2 (0-1)","Turkmenistan (Türkmenistan)","Jordan (الأردن)","2010_SA_PR.htm","Ashgabat.",2008
"5628","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (1-0)","Uzbekistan (Ўзбекистон)","Saudi Arabia (العربية السعودية)","2010_SA_PR.htm","Tashkent.",2008
"5629","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (2-0)","Singapore (新加坡)","Lebanon (لبنان)","2010_SA_PR.htm","Singapore.",2008
"5630","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (1-0)","Syria (سوريا)","United Arab Emirates (الإمارات العربية المتحدة)","2010_SA_PR.htm","Damascus.",2008
"5631","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-2 (1-2)","Kuwait (الكويت)","Iran (ایران)","2010_SA_PR.htm","Kuwait.",2008
"5632","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-3 (0-2)","Cayman Islands","Bermuda","2010_SA_PR.htm","Georgetown.",2008
"5633","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-2 (0-1)","British Virgin Islands","Bahamas","2010_SA_PR.htm","Nassau.",2008
"5634","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-2 (1-0)","South Korea (한국)","Jordan (الأردن)","2010_SA_PR.htm","Seoul.",2008
"5635","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-1 (0-1)","Tanzania","Mauritius","2010_SA_PR.htm","Dar es Salaam.",2008
"5636","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (1-0)","Cameroon (Cameroun)","Cape Verde (Cabo Verde)","2010_SA_PR.htm","Yaoundé.",2008
"5637","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-1 (1-1)","Namibia","Kenya","2010_SA_PR.htm","Windhoek.",2008
"5638","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Uganda","Niger","2010_SA_PR.htm","Kampala.",2008
"5639","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Senegal (Sénégal)","Algeria (الجزائر)","2010_SA_PR.htm","Dakar.",2008
"5640","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Botswana","Madagascar (Madagasikara)","2010_SA_PR.htm","Gaborone.",2008
"5641","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-0 (2-0)","Morocco (المغرب)","Ethiopia (ኢትዮጵያ)","2010_SA_PR.htm","Casablanca.",2008
"5642","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-0 (1-0)","Rwanda","Mauritania (موريتانيا)","2010_SA_PR.htm","Kigali.",2008
"5643","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (1-0)","Togo","Zambia","2010_SA_PR.htm","Accra.",2008
"5644","2010-SOUTH AFRICA","PRELIMINARY-Africa","8-1 (2-1)","Malawi (Malaŵi)","Djibouti (جيبوتي)","2010_SA_PR.htm","Blantyre.",2008
"5645","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (0-0)","Australia","Iraq (العراق)","2010_SA_PR.htm","Brisbane.",2008
"5646","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Guinea (Guinée)","Zimbabwe","2010_SA_PR.htm","Conakry.",2008
"5647","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-0 (0-0)","Angola","Benin (Bénin)","2010_SA_PR.htm","Luanda.",2008
"5648","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (2-0)","Nigeria","South Africa (Suid-Afrika)","2010_SA_PR.htm","Abuja.",2008
"5649","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (0-0)","Equatorial Guinea (Guinea Ecuatorial)","Sierra Leone","2010_SA_PR.htm","Malabo.",2008
"5650","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-0 (1-0)","Ghana","Libya (ليبيا)","2010_SA_PR.htm","Kumasi.",2008
"5651","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-1 (0-1)","Liberia","Gambia","2010_SA_PR.htm","Monrovia.",2008
"5652","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Ivory Coast (Côte d’Ivoire)","Mozambique (Moçambique)","2010_SA_PR.htm","Abidjan.",2008
"5653","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Burundi","Seychelles","2010_SA_PR.htm","Bujumbura.",2008
"5654","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (1-0)","Tunisia (تونس)","Burkina Faso","2010_SA_PR.htm","Radès.",2008
"5655","2010-SOUTH AFRICA","PRELIMINARY-Africa","4-2 (3-1)","Mali","Congo","2010_SA_PR.htm","Bamako.",2008
"5656","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-1 (0-1)","Egypt (مصر)","D.R. Congo (R.D. Congo)","2010_SA_PR.htm","Cairo.",2008
"5657","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Qatar (قطر)","China (中国)","2010_SA_PR.htm","Doha.",2008
"5658","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (2-0)","Japan (日本)","Oman (عمان)","2010_SA_PR.htm","Yokohama.",2008
"5659","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-3 (2-2)","Thailand (ประเทศไทย)","Bahrain (البحرين)","2010_SA_PR.htm","Bangkok.",2008
"5660","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Turkmenistan (Türkmenistan)","North Korea (조선)","2010_SA_PR.htm","Ashgabat.",2008
"5661","2010-SOUTH AFRICA","PRELIMINARY-Asia","4-1 (1-1)","Saudi Arabia (العربية السعودية)","Lebanon (لبنان)","2010_SA_PR.htm","Riyadh.",2008
"5662","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-7 (2-5)","Singapore (新加坡)","Uzbekistan (Ўзбекистон)","2010_SA_PR.htm","Singapore.",2008
"5663","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-0 (0-0)","Iran (ایران)","United Arab Emirates (الإمارات العربية المتحدة)","2010_SA_PR.htm","Tehran.",2008
"5664","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (0-0)","Syria (سوريا)","Kuwait (الكويت)","2010_SA_PR.htm","Damascus.",2008
"5665","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","4-0 (1-0)","Honduras","Puerto Rico","2010_SA_PR.htm","San_Pedro_Sula.",2008
"5666","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-0 (2-0)","Algeria (الجزائر)","Liberia","2010_SA_PR.htm","Blida.",2008
"5667","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-4 (0-1)","Djibouti (جيبوتي)","Egypt (مصر)","2010_SA_PR.htm","Djibouti.",2008
"5668","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (1-0)","Iraq (العراق)","Australia","2010_SA_PR.htm","Dubai.",2008
"5669","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","China (中国)","Qatar (قطر)","2010_SA_PR.htm","Tianjin.",2008
"5670","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (1-0)","Oman (عمان)","Japan (日本)","2010_SA_PR.htm","Muscat.",2008
"5671","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (0-0)","Bahrain (البحرين)","Thailand (ประเทศไทย)","2010_SA_PR.htm","Manama.",2008
"5672","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","Jordan (الأردن)","South Korea (한국)","2010_SA_PR.htm","Amman.",2008
"5673","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-0 (0-0)","North Korea (조선)","Turkmenistan (Türkmenistan)","2010_SA_PR.htm","Pyongyang.",2008
"5674","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-2 (0-1)","Lebanon (لبنان)","Saudi Arabia (العربية السعودية)","2010_SA_PR.htm","Riyadh.",2008
"5675","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (w.o.)","Uzbekistan (Ўзбекистон)","Singapore (新加坡)","2010_SA_PR.htm","Tashkent.",2008
"5676","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-1 (0-1)","United Arab Emirates (الإمارات العربية المتحدة)","Iran (ایران)","2010_SA_PR.htm","Al-Ain.",2008
"5677","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Cape Verde (Cabo Verde)","Tanzania","2010_SA_PR.htm","Praia.",2008
"5678","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (1-0)","Kenya","Guinea (Guinée)","2010_SA_PR.htm","Nairobi.",2008
"5679","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-1 (0-0)","Sierra Leone","Nigeria","2010_SA_PR.htm","Freetown.",2008
"5680","2010-SOUTH AFRICA","PRELIMINARY-Africa","4-1 (2-0)","South Africa (Suid-Afrika)","Equatorial Guinea (Guinea Ecuatorial)","2010_SA_PR.htm","Pretoria.",2008
"5681","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (1-0)","Libya (ليبيا)","Gabon","2010_SA_PR.htm","Tripoli.",2008
"5682","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-4 (0-2)","Mauritania (موريتانيا)","Morocco (المغرب)","2010_SA_PR.htm","Nouakchott.",2008
"5683","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-2 (0-2)","Seychelles","Tunisia (تونس)","2010_SA_PR.htm","Victoria.",2008
"5684","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (2-0)","Burkina Faso","Burundi","2010_SA_PR.htm","Ouagadougou.",2008
"5685","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (1-2)","Chad (Tchad / تشاد)","Mali","2010_SA_PR.htm","Ndjaména.",2008
"5686","2010-SOUTH AFRICA","PRELIMINARY-Asia","4-2 (2-2)","Kuwait (الكويت)","Syria (سوريا)","2010_SA_PR.htm","Kuwait.",2008
"5687","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-3 (0-2)","Mauritius","Cameroon (Cameroun)","2010_SA_PR.htm","Curepipe.",2008
"5688","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (1-0)","Zimbabwe","Namibia","2010_SA_PR.htm","Harare.",2008
"5689","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (1-1)","Niger","Angola","2010_SA_PR.htm","Niamey.",2008
"5690","2010-SOUTH AFRICA","PRELIMINARY-Africa","4-1 (2-1)","Benin (Bénin)","Uganda","2010_SA_PR.htm","Cotonou.",2008
"5691","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-3 (0-2)","Lesotho","Ghana","2010_SA_PR.htm","Bloemfontein.",2008
"5692","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Gambia","Senegal (Sénégal)","2010_SA_PR.htm","Banjul.",2008
"5693","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Madagascar (Madagasikara)","Ivory Coast (Côte d’Ivoire)","2010_SA_PR.htm","Antananarivo.",2008
"5694","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (0-1)","Mozambique (Moçambique)","Botswana","2010_SA_PR.htm","Maputo.",2008
"5695","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (1-0)","Ethiopia (ኢትዮጵያ)","Rwanda","2010_SA_PR.htm","Addis Ababa.",2008
"5696","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","Congo","Sudan (السودان)","2010_SA_PR.htm","Brazzaville.",2008
"5697","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-1 (0-0)","Swaziland (Swatini)","Togo","2010_SA_PR.htm","Mbabane.",2008
"5698","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (0-0)","D.R. Congo (R.D. Congo)","Malawi (Malaŵi)","2010_SA_PR.htm","Kinshasa.",2008
"5699","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-1 (0-0)","Mauritania (موريتانيا)","Ethiopia (ኢትዮጵያ)","2010_SA_PR.htm","Nouakchott.",2008
"5700","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-6 (0-3)","Djibouti (جيبوتي)","D.R. Congo (R.D. Congo)","2010_SA_PR.htm","Djibouti.",2008
"5701","2010-SOUTH AFRICA","PRELIMINARY-S.America","1-1 (1-0)","Uruguay","Venezuela","2010_SA_PR.htm","Montevideo.",2008
"5702","2010-SOUTH AFRICA","PRELIMINARY-S.America","1-1 (1-1)","Peru (Perú)","Colombia","2010_SA_PR.htm","Lima.",2008
"5703","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-2 (2-1)","Puerto Rico","Honduras","2010_SA_PR.htm","Bayamón.",2008
"5704","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","6-0 (3-0)","Guatemala","Saint Lucia","2010_SA_PR.htm","Guatemala.",2008
"5705","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","2-2 (2-1)","Grenada","Costa Rica","2010_SA_PR.htm","St._Georges.",2008
"5706","2010-SOUTH AFRICA","PRELIMINARY-N/C.America","1-0 (0-0)","Surinam (Suriname)","Guyana","2010_SA_PR.htm","Paramaribo.",2008
"5707","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-3 (0-1)","Qatar (قطر)","Australia","2010_SA_PR.htm","Doha.",2008
"5708","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-2 (1-1)","China (中国)","Iraq (العراق)","2010_SA_PR.htm","Tianjin.",2008
"5709","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-1 (1-0)","Bahrain (البحرين)","Oman (عمان)","2010_SA_PR.htm","Manama.",2008
"5710","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-3 (0-2)","Thailand (ประเทศไทย)","Japan (日本)","2010_SA_PR.htm","Bangkok.",2008
"5711","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-0 (1-0)","North Korea (조선)","Jordan (الأردن)","2010_SA_PR.htm","Pyongyang.",2008
"5712","2010-SOUTH AFRICA","PRELIMINARY-Asia","1-3 (0-1)","Turkmenistan (Türkmenistan)","South Korea (한국)","2010_SA_PR.htm","Ashgabat.",2008
"5713","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-3 (w.o.)","Singapore (新加坡)","Saudi Arabia (العربية السعودية)","2010_SA_PR.htm","Singapore.",2008
"5714","2010-SOUTH AFRICA","PRELIMINARY-Asia","3-0 (0-0)","Uzbekistan (Ўзбекистон)","Lebanon (لبنان)","2010_SA_PR.htm","Tashkent.",2008
"5715","2010-SOUTH AFRICA","PRELIMINARY-Asia","0-2 (0-0)","Syria (سوريا)","Iran (ایران)","2010_SA_PR.htm","Damascus.",2008
"5716","2010-SOUTH AFRICA","PRELIMINARY-Asia","2-3 (0-2)","Kuwait (الكويت)","United Arab Emirates (الإمارات العربية المتحدة)","2010_SA_PR.htm","Kuwait.",2008
"5717","2010-SOUTH AFRICA","PRELIMINARY-Oceania","1-1 (0-0)","Vanuatu","New Caledonia (Nouvelle-Calédonie)","2010_SA_PR.htm","Port_Vila.",2008
"5718","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-0 (0-0)","Tanzania","Cameroon (Cameroun)","2010_SA_PR.htm","Dar es Salaam.",2008
"5719","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-2 (1-2)","Namibia","Guinea (Guinée)","2010_SA_PR.htm","Windhoek.",2008
"5720","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (1-0)","Kenya","Zimbabwe","2010_SA_PR.htm","Nairobi.",2008
"5721","2010-SOUTH AFRICA","PRELIMINARY-Africa","3-1 (2-0)","Uganda","Angola","2010_SA_PR.htm","Kampala.",2008
"5722","2010-SOUTH AFRICA","PRELIMINARY-Africa","0-2 (0-0)","Niger","Benin (Bénin)","2010_SA_PR.htm","Niamey.",2008
"5723","2010-SOUTH AFRICA","PRELIMINARY-Africa","1-0 (1-0)","Sierra Leone","South Africa (Suid-Afrika)","2010_SA_PR.htm","Freetown.",2008
"5724","2010-SOUTH AFRICA","PRELIMINARY-Africa","2-0 (1-0)","Gabon","Ghana","2010_SA_PR.htm","Libreville.",2008
